наразводжу,1
дарагім,1
моладасць,1
успамінаючы,1
імені,1
дня,1
ува,1
сапраўды,1
попусту,1
убача,1
прабудзіліся,1
усякую,1
самай,1
паклікаць,1
пакармлю,1
пры-знацца,1
дабранач,1
дала,1
вечарам,1
спадабаўся,1
прыручыць,1
настольнік,1
жартаў,1
парадкам,1
надзеі,1
даходзіць,1
крапілам,1
шчабятушка,1
аруд,1
ка-жуць,1
горка,1
машыне,1
дачка,1
паехаць,1
прыгожанькі,1
загілююць,1
петушок,1
нагнала,1
ясную,1
валасы,1
выехаць,1
блытаецца,1
руках,1
села,1
панічка,1
напісана,1
о-о-о,1
сышло,1
супроці,1
шкодзіла,1
змесціцца,1
вушка,1
гада,1
іншая,1
падла,1
явіў-ся,1
усякім,1
узад,1
меншых,1
зялёны,1
дарэмшчыну,1
масціцца,1
сяды,1
першай,1
сядзела,1
папала,1
банадысю,1
падмацаваліся,1
музыкі,1
пільнуй,1
загневаюся,1
парадзіш,1
другому,1
высмаліць,1
гарачыся,1
паў-лінцы,1
кільчака,1
зрушыш,1
вецер,1
нагоніш,1
нейкую,1
смяшыць,1
адпусціцеся,1
надуўся,1
гневаюся,1
паненак,1
каровы,1
прыкінеш,1
варожа,1
палягчэння,1
свянцоных,1
едуць,1
лад,1
сонейка,1
пусці,1
крупы,1
прапала,1
часінка,1
маладым,1
кароткі,1
каламажку,1
адча-піся,1
бакі,1
рвіце,1
еце,1
катомкамі,1
ямчэй,1
хацелі,1
агледзеўся,1
сплыў,1
мужыкоў,1
паветкай,1
папрацавалі,1
радасная,1
другой,1
вяндліна,1
даведалася,1
найвышэйшы,1
умеем,1
пойдзеш,1
соб-ственно,1
бакоўкі,1
душаць,1
месцы,1
сцягацца,1
паілі,1
канца,1
апошнюю,1
дурны,1
забудзешся,1
паніч,1
крыніцкі,1
складзен,1
сусолькі,1
паскакаць,1
лявэнтага,1
